kernel_id,section,metric_name,value
kernel_0009_60b6526c428eef70c521b6a4c8ca71db,Occupancy,Max Cluster Size,8.0
kernel_0009_60b6526c428eef70c521b6a4c8ca71db,Occupancy,Overall GPU Occupancy,0.0
kernel_0009_60b6526c428eef70c521b6a4c8ca71db,Occupancy,Theoretical Active Warps per SM,16.0
kernel_0009_60b6526c428eef70c521b6a4c8ca71db,Occupancy,Theoretical Occupancy,33.33
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,Compute (SM) Throughput,12.07
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,DRAM Frequency,13.78
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,DRAM Throughput,10.29
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,Duration,94.91
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,Elapsed Cycles,191264.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,L1/TEX Cache Throughput,41.59
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,L2 Cache Throughput,93.99
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,Memory Throughput,93.99
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,SM Active Cycles,184925.6
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,SpeedOfLight,SM Frequency,2.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,L1/TEX Hit Rate,2.08
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,L2 Hit Rate,90.48
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,Max Bandwidth,71.83
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,Mem Busy,93.99
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,Mem Pipes Busy,10.62
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,MemoryWorkloadAnalysis,Memory Throughput,181.55
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Achieved Active Warps Per SM,42.86
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Achieved Occupancy,89.3
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Block Limit Barriers,24.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Block Limit Registers,21.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Block Limit SM,24.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Block Limit Shared Mem,32.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Block Limit Warps,12.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Cluster Occupancy,0.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Max Active Clusters,0.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Max Cluster Size,8.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Overall GPU Occupancy,0.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0010_adbaf834f7ef147e0ba0fa823d1cf461,Occupancy,Theoretical Occupancy,100.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,Compute (SM) Throughput,25.26
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,DRAM Frequency,13.71
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,DRAM Throughput,21.41
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,Duration,6.91
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,Elapsed Cycles,13757.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,L1/TEX Cache Throughput,15.25
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,L2 Cache Throughput,18.88
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,Memory Throughput,21.41
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,SM Active Cycles,9159.43
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,SpeedOfLight,SM Frequency,1.98
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,L1/TEX Hit Rate,40.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,L2 Hit Rate,28.89
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,Max Bandwidth,21.41
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,Mem Busy,15.1
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,Mem Pipes Busy,21.08
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,MemoryWorkloadAnalysis,Memory Throughput,375.78
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Achieved Active Warps Per SM,36.79
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Achieved Occupancy,76.64
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Block Limit Barriers,24.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Block Limit Registers,21.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Block Limit SM,24.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Block Limit Shared Mem,32.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Block Limit Warps,12.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Cluster Occupancy,0.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Max Active Clusters,0.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Max Cluster Size,8.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Overall GPU Occupancy,0.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0011_80f82850de797dbe1c2bc09b49ba440d,Occupancy,Theoretical Occupancy,100.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,Compute (SM) Throughput,9.55
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,DRAM Frequency,13.64
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,DRAM Throughput,27.81
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,Duration,4.83
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,Elapsed Cycles,9650.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,L1/TEX Cache Throughput,8.63
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,L2 Cache Throughput,21.19
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,Memory Throughput,27.81
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,SM Active Cycles,6443.81
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,SpeedOfLight,SM Frequency,1.99
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,L1/TEX Hit Rate,0.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,L2 Hit Rate,3.82
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,Max Bandwidth,27.81
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,Mem Busy,18.56
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,Mem Pipes Busy,9.55
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,MemoryWorkloadAnalysis,Memory Throughput,485.62
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Achieved Active Warps Per SM,28.25
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Achieved Occupancy,58.85
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Block Limit Barriers,24.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Block Limit Registers,16.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Block Limit SM,24.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Block Limit Shared Mem,32.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Block Limit Warps,12.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Cluster Occupancy,0.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Max Active Clusters,0.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Max Cluster Size,8.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Overall GPU Occupancy,0.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0012_5c25747ef73c201c03443a7fd9e4dc0a,Occupancy,Theoretical Occupancy,100.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,Compute (SM) Throughput,8.77
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,DRAM Frequency,13.77
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,DRAM Throughput,26.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,Duration,10.34
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,Elapsed Cycles,20830.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,L1/TEX Cache Throughput,18.21
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,L2 Cache Throughput,9.32
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,Memory Throughput,26.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,SM Active Cycles,7914.56
kernel_0013_178ff748c21ea29399b8568af3cd1f02,SpeedOfLight,SM Frequency,2.01
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,L1/TEX Hit Rate,0.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,L2 Hit Rate,11.72
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,Max Bandwidth,26.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,Mem Busy,9.32
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,Mem Pipes Busy,5.12
kernel_0013_178ff748c21ea29399b8568af3cd1f02,MemoryWorkloadAnalysis,Memory Throughput,458.3
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Achieved Active Warps Per SM,3.96
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Achieved Occupancy,8.24
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Block Limit Barriers,24.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Block Limit Registers,2.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Block Limit SM,24.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Block Limit Shared Mem,1.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Block Limit Warps,12.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Cluster Occupancy,0.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Max Active Clusters,0.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Max Cluster Size,8.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Overall GPU Occupancy,0.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Theoretical Active Warps per SM,4.0
kernel_0013_178ff748c21ea29399b8568af3cd1f02,Occupancy,Theoretical Occupancy,8.33
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,Compute (SM) Throughput,3.26
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,DRAM Frequency,13.76
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,DRAM Throughput,41.96
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,Duration,6.34
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,Elapsed Cycles,12742.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,L1/TEX Cache Throughput,9.54
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,L2 Cache Throughput,20.63
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,Memory Throughput,41.96
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,SM Active Cycles,9009.85
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,SpeedOfLight,SM Frequency,2.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,L1/TEX Hit Rate,0.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,L2 Hit Rate,2.75
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,Max Bandwidth,41.96
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,Mem Busy,20.63
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,Mem Pipes Busy,2.78
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,MemoryWorkloadAnalysis,Memory Throughput,738.83
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Achieved Active Warps Per SM,18.94
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Achieved Occupancy,39.46
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Block Limit Barriers,24.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Block Limit Registers,12.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Block Limit SM,24.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Block Limit Shared Mem,32.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Block Limit Warps,12.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Cluster Occupancy,0.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Max Active Clusters,0.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Max Cluster Size,8.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Overall GPU Occupancy,0.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0014_9e80f0ed5cb0e570723795cf1e90602c,Occupancy,Theoretical Occupancy,100.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,Compute (SM) Throughput,19.66
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,DRAM Frequency,13.7
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,DRAM Throughput,39.45
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,Duration,6.78
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,Elapsed Cycles,13573.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,L1/TEX Cache Throughput,14.89
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,L2 Cache Throughput,31.62
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,Memory Throughput,39.45
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,SM Active Cycles,10096.05
kernel_0015_6e455799bd13dda1c89d797afda657d1,SpeedOfLight,SM Frequency,1.98
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,L1/TEX Hit Rate,9.78
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,L2 Hit Rate,4.35
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,Max Bandwidth,39.45
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,Mem Busy,26.14
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,Mem Pipes Busy,15.87
kernel_0015_6e455799bd13dda1c89d797afda657d1,MemoryWorkloadAnalysis,Memory Throughput,691.7
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Achieved Active Warps Per SM,38.92
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Achieved Occupancy,81.08
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Block Limit Barriers,24.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Block Limit Registers,21.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Block Limit SM,24.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Block Limit Shared Mem,32.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Block Limit Warps,12.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Cluster Occupancy,0.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Max Active Clusters,0.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Max Cluster Size,8.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Overall GPU Occupancy,0.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0015_6e455799bd13dda1c89d797afda657d1,Occupancy,Theoretical Occupancy,100.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,Compute (SM) Throughput,32.46
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,DRAM Frequency,13.79
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,DRAM Throughput,8.96
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,Duration,404.7
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,Elapsed Cycles,814234.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,L1/TEX Cache Throughput,18.03
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,L2 Cache Throughput,25.75
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,Memory Throughput,25.75
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,SM Active Cycles,543804.64
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,SpeedOfLight,SM Frequency,2.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,L1/TEX Hit Rate,0.07
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,L2 Hit Rate,86.48
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,Max Bandwidth,24.18
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,Mem Busy,25.75
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,Mem Pipes Busy,7.01
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,MemoryWorkloadAnalysis,Memory Throughput,158.07
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Achieved Active Warps Per SM,8.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Achieved Occupancy,16.66
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Block Limit Barriers,24.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Block Limit Registers,1.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Block Limit SM,24.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Block Limit Shared Mem,1.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Block Limit Warps,6.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Cluster Occupancy,0.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Max Active Clusters,0.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Max Cluster Size,8.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Overall GPU Occupancy,0.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Theoretical Active Warps per SM,8.0
kernel_0016_d5dc19ab8d6c32669179c164a1a4c9a5,Occupancy,Theoretical Occupancy,16.67
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,Compute (SM) Throughput,38.78
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,DRAM Frequency,13.71
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,DRAM Throughput,13.59
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,Duration,9.82
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,Elapsed Cycles,19706.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,L1/TEX Cache Throughput,12.15
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,L2 Cache Throughput,13.27
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,Memory Throughput,13.59
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,SM Active Cycles,15200.74
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,SpeedOfLight,SM Frequency,1.99
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,L1/TEX Hit Rate,25.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,L2 Hit Rate,25.39
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,Max Bandwidth,13.59
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,Mem Busy,8.94
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,Mem Pipes Busy,16.33
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,MemoryWorkloadAnalysis,Memory Throughput,238.46
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Achieved Active Warps Per SM,37.18
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Achieved Occupancy,77.47
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Block Limit Barriers,24.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Block Limit Registers,3.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Block Limit SM,24.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Block Limit Shared Mem,8.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Block Limit Warps,3.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Cluster Occupancy,0.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Max Active Clusters,0.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Max Cluster Size,8.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Overall GPU Occupancy,0.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0017_8a01c8921faf9b4e5fbb6acb3e3ad982,Occupancy,Theoretical Occupancy,100.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,Compute (SM) Throughput,2.17
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,DRAM Frequency,13.69
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,DRAM Throughput,33.91
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,Duration,7.97
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,Elapsed Cycles,15989.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,L1/TEX Cache Throughput,18.84
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,L2 Cache Throughput,12.27
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,Memory Throughput,33.91
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,SM Active Cycles,4559.81
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,SpeedOfLight,SM Frequency,2.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,L1/TEX Hit Rate,0.58
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,L2 Hit Rate,12.59
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,Max Bandwidth,33.91
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,Mem Busy,12.27
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,Mem Pipes Busy,1.1
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,MemoryWorkloadAnalysis,Memory Throughput,594.41
